Person i,X,Y,,,,
1892,1.203,2.080,,,,
1893,1.418,3.143,,,,
1894,1.190,0.961,,,,
1895,0.843,1.267,,,,
1896,0.928,1.797,,,,
1897,1.335,1.983,,,,
1898,1.033,1.010,,,,
1899,0.877,1.336,,,,
1900,2.182,3.892,,,,
1901,-0.128,-0.570,,,,
1902,1.064,1.960,,,,
1903,0.778,0.787,,,,
1904,1.007,1.758,,,,
1905,1.112,2.560,,,,
1906,-1.430,-2.712,,,,
1907,0.664,0.508,,,,
1908,0.900,1.506,,,,
1909,1.245,2.411,,,,
1910,1.488,1.952,,,,
1911,0.207,-0.090,,,,
1912,3.006,3.854,,,,
1913,1.646,2.346,,,,
1914,-1.261,-2.201,,,,
1915,2.111,3.087,,,,
1916,0.219,0.480,,,,
1917,2.019,3.478,,,,
1918,0.966,1.305,,,,
1919,0.087,-0.387,,,,
1920,0.396,-0.237,,,,
1921,0.734,0.205,,,,
1922,0.781,0.974,,,,
1923,-1.202,-1.169,,,,
1924,2.357,2.715,,,,
1925,-0.325,-0.016,,,,
1926,1.103,1.362,,,,
1927,0.658,0.500,,,,
1928,0.943,0.867,,,,
1929,1.387,3.416,,,,
1930,0.996,1.694,,,,
1931,0.878,1.188,,,,
1932,1.140,1.065,,,,
1933,-0.339,-0.142,,,,
1934,0.409,0.602,,,,
1935,-0.579,-0.329,,,,
1936,-0.832,-1.075,,,,
1937,-0.459,-0.981,,,,
1938,1.616,1.769,,,,
1939,0.467,1.093,,,,
1940,0.342,0.199,,,,
1941,-0.388,-0.460,,,,
1942,1.524,2.077,,,,
1943,2.862,4.333,,,,
1944,1.408,2.132,,,,
1945,3.243,4.346,,,,
1946,-0.656,-1.623,,,,
1947,1.059,1.590,,,,
1948,0.648,0.064,,,,
1949,0.441,1.437,,,,
1950,0.759,1.251,,,,
1951,-0.339,-1.142,,,,
1952,2.659,3.693,,,,
1953,0.429,0.596,,,,
1954,-0.051,0.498,,,,
1955,0.259,0.229,,,,
1956,1.162,1.500,,,,
1957,0.944,1.056,,,,
1958,1.876,2.523,,,,
1959,3.112,4.797,,,,
1960,0.274,0.359,,,,
1961,0.666,1.653,,,,
1962,3.600,5.467,,,,
1963,-0.124,-0.093,,,,
1964,-0.341,-0.232,,,,
1965,-0.405,-0.476,,,,
1966,0.382,-0.205,,,,
1967,1.351,2.167,,,,
1968,1.753,2.091,,,,
1969,1.024,1.701,,,,
1970,0.856,1.755,,,,
1971,2.110,2.981,,,,
1972,0.902,2.035,,,,
1973,0.961,0.537,,,,
1974,0.443,1.344,,,,
1975,2.042,2.278,,,,
1976,0.898,0.832,,,,
1977,-0.606,-0.948,,,,
1978,1.276,2.614,,,,
1979,-0.377,-1.130,,,,
1980,1.173,1.202,,,,
1981,0.776,1.483,,,,
1982,0.733,0.424,,,,
1983,1.111,1.780,,,,
1984,1.051,1.820,,,,
1985,0.541,0.325,,,,
1986,2.002,2.639,,,,
1987,1.092,2.467,,,,
1988,0.870,0.928,,,,
1989,2.373,3.164,,,,
1990,1.996,3.156,,,,
1991,0.574,0.936,,,,
1992,1.883,3.059,,,,
1993,0.131,0.182,,,,
1994,1.967,2.690,,,,
1995,1.949,2.376,,,,
1996,0.362,0.696,,,,
1997,0.717,0.774,,,,
1998,0.546,0.732,,,,
1999,1.635,2.363,,,,
2000,1.708,3.001,,,,
2001,0.111,0.456,,,,
2002,3.175,5.140,,,,
2003,0.064,0.270,,,,
2004,3.479,4.748,,,,
2005,1.080,2.376,,,,
2006,0.359,0.216,,,,
2007,1.942,3.469,,,,
2008,-0.470,-1.388,,,,
2009,1.323,2.302,,,,
2010,1.967,2.716,,,,
2011,0.973,0.863,,,,
2012,2.300,3.474,,,,
2013,2.212,3.747,,,,
2014,-0.164,-0.338,,,,
2015,1.477,1.762,,,,
2016,0.705,1.050,,,,
2017,1.709,2.752,,,,
2018,0.357,0.308,,,,
2019,1.552,1.683,,,,
2020,0.346,1.556,,,,
2021,0.069,0.336,,,,
2022,1.963,2.549,,,,
2023,1.290,1.643,,,,
2024,0.952,2.152,,,,
2025,-0.533,-1.609,,,,
2026,0.971,1.684,,,,
2027,-0.071,-0.595,,,,
2028,-0.110,0.038,,,,
2029,1.166,1.585,,,,
2030,2.406,4.132,,,,
2031,1.121,2.815,,,,
2032,0.562,0.456,,,,
2033,0.599,1.375,,,,
2034,1.622,2.408,,,,
2035,0.895,0.112,,,,
2036,3.195,4.668,,,,
2037,2.093,3.116,,,,
2038,1.522,2.476,,,,
2039,-0.154,-0.305,,,,
2040,2.137,4.053,,,,
2041,0.773,1.253,,,,
2042,1.378,1.492,,,,
2043,2.391,3.512,,,,
2044,-0.017,0.638,,,,
2045,1.624,2.386,,,,
2046,0.340,0.508,,,,
2047,0.270,0.176,,,,
2048,0.751,1.873,,,,
2049,-0.320,1.064,,,,
2050,0.976,1.339,,,,
2051,0.543,1.414,,,,
2052,0.670,1.941,,,,
2053,1.831,2.588,,,,
2054,0.173,-0.470,,,,
2055,0.460,0.109,,,,
2056,-0.767,-0.616,,,,
2057,-0.912,-2.110,,,,
2058,2.595,3.247,,,,
2059,2.868,4.289,,,,
2060,1.695,3.256,,,,
2061,0.272,1.394,,,,
2062,0.784,0.948,,,,
2063,-0.356,-0.449,,,,
2064,1.228,1.503,,,,
2065,0.216,0.185,,,,
2066,0.335,0.815,,,,
2067,1.012,0.817,,,,
2068,-0.824,-1.379,,,,
2069,0.784,1.050,,,,
2070,0.335,0.338,,,,
2071,1.164,0.940,,,,
2072,1.954,2.967,,,,
2073,0.646,0.600,,,,
2074,-0.026,0.870,,,,
2075,2.883,4.545,,,,
2076,1.206,2.358,,,,
2077,1.718,2.659,,,,
2078,0.454,0.608,,,,
2079,-1.197,-1.452,,,,
2080,0.417,1.168,,,,
2081,2.260,3.953,,,,
2082,1.746,2.922,,,,
2083,1.555,3.068,,,,
2084,0.067,0.163,,,,
2085,-1.364,-2.178,,,,
2086,-0.191,-0.501,,,,
2087,1.574,1.837,,,,
2088,2.770,3.811,,,,
2089,3.595,5.709,,,,
2090,0.199,1.393,,,,
2091,-0.040,-0.615,,,,
2092,0.795,1.614,,,,
2093,1.993,2.561,,,,
2094,4.184,6.194,,,,
2095,1.708,2.529,,,,
2096,1.580,3.036,,,,
2097,0.538,0.283,,,,
2098,1.742,2.496,,,,
2099,0.399,0.266,,,,
2100,1.475,1.288,,,,
2101,2.704,4.277,,,,
2102,1.555,2.547,,,,
2103,0.721,1.131,,,,
2104,-0.157,-0.049,,,,
2105,0.610,0.536,,,,
2106,1.579,3.315,,,,
2107,2.311,3.333,,,,
2108,1.283,2.306,,,,
2109,2.729,3.990,,,,
2110,2.146,2.600,,,,
2111,2.378,3.459,,,,
2112,1.171,1.453,,,,
2113,0.859,0.698,,,,
2114,3.188,4.597,,,,
2115,0.469,1.629,,,,
2116,2.776,4.020,,,,
2117,1.954,3.343,,,,
2118,0.855,0.906,,,,
2119,-1.789,-3.193,,,,
2120,-0.440,-0.393,,,,
2121,1.347,1.356,,,,
2122,0.884,1.211,,,,
2123,1.360,2.316,,,,
2124,-0.635,-0.609,,,,
2125,1.466,2.210,,,,
2126,2.348,4.125,,,,
2127,2.823,3.065,,,,
2128,1.944,2.974,,,,
2129,0.420,0.726,,,,
2130,1.722,2.496,,,,
2131,0.452,0.633,,,,
2132,0.241,0.456,,,,
2133,1.896,3.182,,,,
2134,2.541,3.468,,,,
2135,-0.045,0.713,,,,
2136,0.688,0.513,,,,
2137,1.708,3.148,,,,
2138,0.272,0.002,,,,
2139,1.144,1.558,,,,
2140,1.692,3.416,,,,
2141,1.315,1.991,,,,
2142,0.412,0.580,,,,
2143,-1.039,-1.372,,,,
2144,0.221,-0.008,,,,
2145,1.306,2.528,,,,
2146,2.362,3.735,,,,
2147,2.071,3.255,,,,
2148,0.692,0.497,,,,
2149,0.776,1.014,,,,
2150,0.626,0.743,,,,
2151,2.208,2.847,,,,
2152,0.348,1.079,,,,
2153,1.426,1.678,,,,
2154,-0.377,-0.439,,,,
2155,1.968,3.044,,,,
2156,0.762,0.084,,,,
2157,2.540,4.236,,,,
2158,-0.239,-1.167,,,,
2159,0.842,1.727,,,,
2160,0.633,0.338,,,,
2161,1.584,2.031,,,,
2162,-0.159,-0.293,,,,
2163,2.067,3.816,,,,
2164,2.322,3.394,,,,
2165,1.293,1.948,,,,
2166,1.422,2.995,,,,
2167,-0.004,-0.624,,,,
2168,0.554,1.330,,,,
2169,2.640,3.739,,,,
2170,0.875,2.033,,,,
2171,0.250,0.220,,,,
2172,-0.777,-1.082,,,,
2173,0.733,0.464,,,,
2174,0.323,-0.114,,,,
2175,1.960,3.255,,,,
2176,1.544,2.787,,,,
2177,0.836,1.115,,,,
2178,1.292,2.019,,,,
2179,0.754,1.430,,,,
2180,2.119,3.277,,,,
2181,1.938,3.456,,,,
2182,-0.635,-1.478,,,,
2183,-0.667,-0.964,,,,
2184,0.773,0.785,,,,
2185,-0.829,-1.359,,,,
2186,2.543,3.907,,,,
2187,2.124,2.723,,,,
2188,0.637,0.894,,,,
2189,0.446,1.028,,,,
2190,0.992,1.590,,,,
2191,1.390,1.673,,,,
2192,-0.242,-0.340,,,,
2193,1.116,1.666,,,,
2194,1.384,1.753,,,,
2195,2.419,3.974,,,,
2196,0.843,1.417,,,,
2197,-0.349,-0.322,,,,
2198,1.782,2.231,,,,
2199,1.075,1.237,,,,
2200,-0.078,0.228,,,,
2201,0.453,0.415,,,,
2202,0.314,0.068,,,,
2203,1.615,2.463,,,,
2204,0.150,0.344,,,,
2205,-0.734,-1.381,,,,
2206,0.793,1.411,,,,
2207,1.579,2.859,,,,
2208,-0.026,0.666,,,,
2209,0.424,1.173,,,,
2210,0.310,0.108,,,,
2211,1.387,1.660,,,,
2212,1.339,1.507,,,,
2213,0.133,-0.373,,,,
2214,1.176,1.288,,,,
2215,0.998,1.288,,,,
2216,-0.227,0.072,,,,
2217,1.986,3.579,,,,
2218,0.660,0.738,,,,
2219,2.697,4.126,,,,
2220,0.893,0.831,,,,
2221,-0.020,-0.963,,,,
2222,0.236,0.163,,,,
2223,-0.045,0.265,,,,
2224,0.047,0.772,,,,
2225,1.205,2.170,,,,
2226,1.822,3.023,,,,
2227,1.713,3.088,,,,
2228,1.276,2.572,,,,
2229,1.653,2.581,,,,
2230,0.221,0.150,,,,
2231,2.044,3.039,,,,
2232,1.682,2.545,,,,
2233,0.892,1.429,,,,
2234,-1.019,-2.372,,,,
2235,2.473,3.739,,,,
2236,-0.030,0.118,,,,
2237,1.468,1.594,,,,
2238,-0.738,-1.197,,,,
2239,-0.719,-1.558,,,,
2240,0.576,0.990,,,,
2241,-0.120,0.019,,,,
2242,-0.565,-1.148,,,,
2243,1.504,3.359,,,,
2244,1.353,2.966,,,,
2245,1.137,1.673,,,,
2246,0.662,0.999,,,,
2247,0.223,-0.505,,,,
2248,0.029,0.221,,,,
2249,1.149,1.529,,,,
2250,1.588,2.645,,,,
2251,1.746,1.580,,,,
2252,-0.055,-0.601,,,,
2253,1.481,2.770,,,,
2254,1.251,2.477,,,,
2255,3.708,5.348,,,,
2256,0.346,0.744,,,,
2257,-0.476,-0.669,,,,
2258,3.005,3.806,,,,
2259,1.318,1.882,,,,
2260,0.624,0.794,,,,
2261,1.443,2.387,,,,
2262,2.848,4.627,,,,
2263,0.859,0.352,,,,
2264,0.664,0.580,,,,
2265,0.299,0.585,,,,
2266,1.022,2.199,,,,
2267,2.423,4.409,,,,
2268,0.425,0.336,,,,
2269,1.996,2.805,,,,
2270,1.942,3.089,,,,
2271,1.132,1.101,,,,
2272,1.231,1.705,,,,
2273,0.782,1.652,,,,
2274,1.372,2.465,,,,
2275,0.386,0.900,,,,
2276,1.155,2.248,,,,
2277,0.445,1.562,,,,
2278,0.362,1.300,,,,
2279,0.879,1.765,,,,
2280,0.558,0.502,,,,
2281,0.924,1.262,,,,
2282,2.448,3.664,,,,
2283,1.084,1.602,,,,
2284,0.236,-0.054,,,,
2285,3.940,5.511,,,,
2286,1.045,2.658,,,,
2287,0.311,0.458,,,,
2288,0.544,0.843,,,,
2289,1.054,1.430,,,,
2290,-0.718,-1.059,,,,
2291,0.940,1.051,,,,
2292,1.772,3.200,,,,
2293,-0.030,1.000,,,,
2294,1.427,1.980,,,,
2295,1.585,1.731,,,,
2296,1.089,1.886,,,,
2297,0.873,1.295,,,,
2298,0.761,0.780,,,,
2299,0.784,1.287,,,,
2300,-1.138,-1.428,,,,
2301,-0.514,-1.043,,,,
2302,1.297,1.208,,,,
2303,1.474,2.799,,,,
2304,0.822,1.418,,,,
2305,1.269,2.760,,,,
2306,0.328,1.215,,,,
2307,0.922,0.881,,,,
2308,0.228,0.646,,,,
2309,0.883,1.548,,,,
2310,1.017,0.846,,,,
2311,1.514,2.642,,,,
2312,1.539,2.012,,,,
2313,1.809,2.419,,,,
2314,0.195,0.728,,,,
2315,1.812,1.747,,,,
2316,0.648,0.554,,,,
2317,-0.157,-0.383,,,,
2318,0.360,0.506,,,,
2319,1.430,1.760,,,,
2320,-0.603,-1.156,,,,
2321,0.325,0.431,,,,
2322,1.090,2.193,,,,
2323,-0.442,-0.407,,,,
2324,1.533,1.575,,,,
2325,1.581,2.552,,,,
2326,1.349,1.258,,,,
2327,0.621,1.025,,,,
2328,1.229,1.802,,,,
2329,0.777,0.395,,,,
2330,0.050,-0.673,,,,
2331,3.507,5.246,,,,
2332,0.382,0.834,,,,
2333,0.361,0.589,,,,
2334,-0.321,-0.579,,,,
2335,1.927,1.691,,,,
2336,1.110,1.859,,,,
2337,0.617,0.908,,,,
2338,1.572,2.794,,,,
2339,0.137,-0.730,,,,
2340,0.447,1.330,,,,
2341,1.778,3.167,,,,
2342,-0.377,0.673,,,,
2343,0.906,0.728,,,,
2344,0.295,0.069,,,,
2345,-0.443,-1.186,,,,
2346,2.516,3.835,,,,
2347,0.157,-0.505,,,,
2348,0.736,1.330,,,,
2349,0.354,0.007,,,,
2350,1.157,2.372,,,,
2351,-0.447,-0.694,,,,
2352,1.637,3.387,,,,
2353,1.338,1.280,,,,
2354,1.203,2.214,,,,
2355,1.955,2.625,,,,
2356,2.281,2.637,,,,
2357,-0.326,-0.351,,,,
2358,1.482,2.371,,,,
2359,-0.041,0.768,,,,
2360,-0.467,-2.096,,,,
2361,2.673,3.994,,,,
2362,-0.595,-1.255,,,,
2363,-0.448,-0.510,,,,
2364,0.210,0.750,,,,
2365,1.978,2.753,,,,
2366,1.504,2.044,,,,
2367,2.427,3.862,,,,
2368,0.754,1.669,,,,
2369,0.807,1.621,,,,
2370,0.867,2.386,,,,
2371,3.135,4.140,,,,
2372,2.163,3.006,,,,
2373,0.967,1.245,,,,
2374,1.845,2.896,,,,
2375,2.347,3.185,,,,
2376,1.951,2.965,,,,
2377,0.492,1.457,,,,
2378,1.592,2.382,,,,
2379,-0.079,0.127,,,,
2380,0.736,1.468,,,,
2381,0.966,1.757,,,,
2382,-0.542,0.281,,,,
2383,-0.579,-0.340,,,,
2384,0.021,-0.445,,,,
2385,0.260,-0.052,,,,
2386,-0.348,0.255,,,,
2387,1.144,1.928,,,,
2388,0.930,0.769,,,,
2389,0.133,0.819,,,,
2390,2.482,4.057,,,,
2391,0.846,1.743,,,,
2392,2.047,2.767,,,,
2393,0.602,0.444,,,,
2394,0.421,0.778,,,,
2395,1.432,2.816,,,,
2396,1.356,1.955,,,,
2397,1.503,2.123,,,,
2398,1.427,2.528,,,,
2399,1.445,2.579,,,,
2400,1.503,2.223,,,,
2401,0.065,0.726,,,,
2402,0.730,0.760,,,,
2403,1.150,2.224,,,,
2404,0.955,1.263,,,,
2405,0.578,0.495,,,,
2406,3.253,5.017,,,,
2407,2.361,4.307,,,,
2408,-1.081,-2.334,,,,
2409,-0.005,0.005,,,,
2410,1.990,4.357,,,,
2411,-0.559,-1.452,,,,
2412,1.119,1.814,,,,
2413,-0.493,-0.456,,,,
2414,-0.999,-1.633,,,,
2415,2.938,4.739,,,,
2416,2.488,3.331,,,,
2417,0.727,0.286,,,,
2418,0.238,1.173,,,,
2419,1.496,1.897,,,,
2420,0.892,1.540,,,,
2421,1.492,3.252,,,,
2422,1.829,1.664,,,,
2423,1.992,3.070,,,,
2424,0.715,1.476,,,,
2425,1.446,2.662,,,,
2426,1.835,3.416,,,,
2427,2.577,4.247,,,,
2428,0.400,1.024,,,,
2429,-0.421,-1.047,,,,
2430,0.929,1.165,,,,
2431,2.165,2.927,,,,
2432,3.533,5.132,,,,
2433,0.139,0.063,,,,
2434,1.584,2.574,,,,
2435,0.535,1.415,,,,
2436,1.631,1.889,,,,
2437,1.986,4.073,,,,
2438,0.848,-0.028,,,,
2439,4.309,6.168,,,,
2440,-0.556,-0.805,,,,
2441,-0.016,-0.012,,,,
2442,3.574,5.017,,,,
2443,1.096,2.535,,,,
2444,1.550,2.299,,,,
2445,1.871,3.044,,,,
2446,1.019,0.849,,,,
2447,0.033,-0.226,,,,
2448,0.252,-0.590,,,,
2449,0.556,0.206,,,,
2450,2.831,3.267,,,,
2451,-0.208,-0.667,,,,
2452,-0.338,0.228,,,,
2453,1.692,3.981,,,,
2454,1.690,1.882,,,,
2455,0.436,0.901,,,,
2456,1.284,2.478,,,,
2457,2.108,3.253,,,,
2458,0.872,1.412,,,,
2459,-0.075,-0.634,,,,
2460,1.163,2.122,,,,
2461,1.434,2.566,,,,
2462,0.889,2.107,,,,
2463,0.840,0.992,,,,
2464,1.765,3.781,,,,
2465,2.035,2.664,,,,
2466,3.666,5.550,,,,
2467,2.481,3.974,,,,
2468,-0.095,-0.334,,,,
2469,1.178,1.362,,,,
2470,1.320,2.370,,,,
2471,1.911,1.600,,,,
2472,2.273,3.840,,,,
2473,-0.798,-0.462,,,,
2474,2.739,4.944,,,,
2475,0.679,0.009,,,,
2476,2.110,2.923,,,,
2477,1.400,2.750,,,,
2478,0.441,0.459,,,,
2479,1.131,2.008,,,,
2480,3.109,4.848,,,,
2481,0.022,-0.090,,,,
2482,0.753,0.554,,,,
2483,1.112,1.787,,,,
2484,1.328,2.330,,,,
2485,0.442,0.569,,,,
2486,0.522,1.107,,,,
2487,0.565,0.844,,,,
2488,1.069,1.757,,,,
2489,-1.082,-1.478,,,,
2490,0.814,1.192,,,,
2491,-0.140,-0.405,,,,
2492,2.541,4.949,,,,
2493,-0.732,-0.506,,,,
2494,2.514,4.586,,,,
2495,1.806,2.530,,,,
2496,0.446,0.484,,,,
2497,-0.210,-0.520,,,,
2498,1.038,1.514,,,,
2499,-0.498,-0.671,,,,
2500,0.609,0.329,,,,
2501,2.079,3.231,,,,
2502,-0.513,-0.787,,,,
2503,1.121,1.660,,,,
2504,1.841,2.787,,,,
2505,1.451,1.761,,,,
2506,0.937,1.390,,,,
2507,-0.396,-0.341,,,,
2508,0.359,0.526,,,,
2509,1.064,1.085,,,,
2510,1.151,1.634,,,,
2511,1.079,2.098,,,,
2512,1.619,2.846,,,,
2513,2.107,3.588,,,,
2514,2.755,3.827,,,,
2515,1.163,0.789,,,,
2516,1.278,1.412,,,,
2517,1.554,2.652,,,,
2518,0.178,-0.686,,,,
2519,-0.381,0.225,,,,
2520,0.921,0.679,,,,
2521,1.409,2.029,,,,
2522,2.658,4.507,,,,
2523,1.767,2.953,,,,
2524,1.319,1.662,,,,
2525,2.207,2.171,,,,
2526,0.576,0.610,,,,
2527,1.248,1.055,,,,
2528,0.747,1.121,,,,
2529,0.336,0.755,,,,
2530,0.495,0.740,,,,
2531,1.092,2.368,,,,
2532,1.133,2.486,,,,
2533,0.926,1.053,,,,
2534,-0.371,-0.781,,,,
2535,1.262,0.858,,,,
2536,3.147,4.638,,,,
2537,2.064,2.405,,,,
2538,1.117,1.872,,,,
2539,0.625,1.498,,,,
2540,0.396,0.329,,,,
2541,3.164,4.931,,,,
2542,2.009,2.969,,,,
2543,0.383,0.998,,,,
2544,-0.726,-0.969,,,,
2545,0.955,1.278,,,,
2546,0.120,-0.455,,,,
2547,1.383,2.447,,,,
2548,1.948,3.160,,,,
2549,0.810,1.150,,,,
2550,1.818,2.781,,,,
2551,2.587,3.582,,,,
2552,0.557,1.188,,,,
2553,0.614,0.696,,,,
2554,0.586,0.543,,,,
2555,1.965,3.344,,,,
2556,0.561,1.431,,,,
2557,-0.209,0.133,,,,
2558,0.993,0.836,,,,
2559,1.175,1.255,,,,
2560,1.171,2.219,,,,
2561,-0.189,0.141,,,,
2562,1.208,2.060,,,,
2563,0.410,-0.073,,,,
2564,-1.431,-2.397,,,,
2565,-0.162,-0.855,,,,
2566,2.478,3.515,,,,
2567,1.229,1.770,,,,
2568,2.340,3.021,,,,
2569,1.447,2.045,,,,
2570,1.397,1.338,,,,
2571,2.112,3.157,,,,
2572,1.168,1.732,,,,
2573,1.487,1.974,,,,
2574,0.871,1.437,,,,
2575,0.093,0.066,,,,
2576,-0.637,-1.399,,,,
2577,1.623,1.840,,,,
2578,1.417,2.632,,,,
2579,1.494,2.666,,,,
2580,1.184,1.872,,,,
2581,-0.826,-1.243,,,,
2582,2.465,3.755,,,,
2583,2.442,3.863,,,,
2584,1.029,1.259,,,,
2585,1.134,1.586,,,,
2586,-0.480,-0.567,,,,
2587,0.821,0.485,,,,
2588,2.070,3.064,,,,
2589,-1.362,-2.075,,,,
2590,2.374,4.418,,,,
2591,0.583,1.729,,,,
2592,2.025,3.166,,,,
2593,1.164,1.720,,,,
2594,1.844,2.775,,,,
2595,-0.421,-0.160,,,,
2596,0.407,1.014,,,,
2597,-0.138,-0.104,,,,
2598,1.072,2.712,,,,
2599,2.420,3.514,,,,
2600,1.089,1.709,,,,
2601,1.305,1.769,,,,
2602,0.767,1.150,,,,
2603,1.497,2.252,,,,
2604,0.889,1.167,,,,
2605,0.383,-0.479,,,,
2606,0.058,-0.005,,,,
2607,1.620,4.406,,,,
2608,1.516,2.527,,,,
2609,0.871,1.328,,,,
2610,0.878,1.061,,,,
2611,-0.088,0.076,,,,
2612,0.761,-0.275,,,,
2613,-0.108,-0.791,,,,
2614,2.506,2.579,,,,
2615,-0.070,0.294,,,,
2616,1.702,2.746,,,,
2617,-0.078,0.271,,,,
2618,1.780,2.570,,,,
2619,0.740,1.188,,,,
2620,0.967,1.618,,,,
2621,1.434,2.674,,,,
2622,1.280,2.204,,,,
2623,0.075,0.122,,,,
2624,1.742,3.205,,,,
2625,-0.586,-0.978,,,,
2626,0.334,0.106,,,,
2627,2.068,2.900,,,,
2628,2.891,3.762,,,,
2629,-0.129,-0.640,,,,
2630,0.109,0.168,,,,
2631,1.796,2.365,,,,
2632,-0.093,-0.254,,,,
2633,0.913,1.192,,,,
2634,1.114,1.173,,,,
2635,0.960,1.363,,,,
2636,1.977,2.201,,,,
2637,2.019,3.050,,,,
2638,-0.195,0.022,,,,
2639,0.327,0.697,,,,
2640,0.635,0.980,,,,
2641,-0.843,-1.236,,,,
2642,0.438,0.490,,,,
2643,0.957,1.901,,,,
2644,1.782,3.095,,,,
2645,1.658,2.228,,,,
2646,0.832,1.182,,,,
2647,2.225,3.431,,,,
2648,-0.200,-0.680,,,,
2649,0.534,0.698,,,,
2650,1.143,2.678,,,,
2651,0.567,1.317,,,,
2652,2.490,3.118,,,,
2653,1.544,2.216,,,,
2654,2.289,3.116,,,,
2655,1.577,2.341,,,,
2656,2.393,3.749,,,,
2657,1.657,2.278,,,,
2658,-0.045,0.366,,,,
2659,0.971,0.832,,,,
2660,0.080,0.824,,,,
2661,1.885,2.347,,,,
2662,0.309,0.995,,,,
2663,0.678,0.898,,,,
2664,0.916,1.487,,,,
2665,1.597,2.816,,,,
2666,1.999,3.194,,,,
2667,2.267,3.360,,,,
2668,0.853,1.016,,,,
2669,0.824,1.267,,,,
2670,2.196,4.238,,,,
2671,2.242,4.230,,,,
2672,-0.222,-0.636,,,,
2673,1.167,2.326,,,,
2674,2.067,2.583,,,,
2675,-0.693,-0.453,,,,
2676,-0.879,-0.382,,,,
2677,2.069,2.824,,,,
2678,1.045,2.233,,,,
2679,2.391,3.316,,,,
2680,2.662,4.956,,,,
2681,-0.370,-0.424,,,,
2682,1.379,2.448,,,,
2683,-0.550,-1.561,,,,
2684,0.498,0.799,,,,
2685,2.072,3.006,,,,
2686,1.903,2.204,,,,
2687,0.235,0.670,,,,
2688,-0.225,-0.177,,,,
2689,2.769,4.130,,,,
2690,1.573,1.796,,,,
2691,0.402,0.137,,,,
2692,1.530,3.362,,,,
2693,0.082,0.091,,,,
2694,0.587,1.386,,,,
2695,-0.260,-0.018,,,,
2696,2.027,2.945,,,,
2697,-0.800,-2.190,,,,
2698,1.900,2.311,,,,
2699,2.010,3.515,,,,
2700,-1.133,-2.023,,,,
2701,0.372,1.019,,,,
2702,2.119,3.711,,,,
2703,1.038,0.858,,,,
2704,0.391,1.052,,,,
2705,0.683,1.584,,,,
2706,0.846,1.013,,,,
2707,0.845,1.173,,,,
2708,-0.876,-0.650,,,,
2709,1.735,2.894,,,,
2710,2.265,3.648,,,,
2711,0.830,1.005,,,,
2712,0.691,1.593,,,,
2713,1.360,1.692,,,,
2714,2.603,4.076,,,,
2715,1.905,1.498,,,,
2716,1.437,2.007,,,,
2717,1.488,2.288,,,,
2718,-0.250,-0.967,,,,
2719,-0.489,-0.323,,,,
2720,0.127,0.908,,,,
2721,1.742,3.501,,,,
2722,0.733,2.182,,,,
2723,1.444,2.324,,,,
2724,1.130,2.112,,,,
2725,2.910,4.003,,,,
2726,1.814,2.716,,,,
2727,2.690,4.943,,,,
2728,-0.963,-1.197,,,,
2729,1.161,1.621,,,,
2730,0.622,0.659,,,,
2731,0.825,1.105,,,,
2732,2.654,4.587,,,,
2733,0.968,1.124,,,,
2734,2.314,2.838,,,,
2735,0.609,0.721,,,,
2736,2.604,3.917,,,,
2737,0.980,0.216,,,,
2738,1.213,2.972,,,,
2739,-0.435,-0.954,,,,
2740,0.096,1.042,,,,
2741,0.606,1.160,,,,
2742,0.429,0.660,,,,
2743,0.863,1.846,,,,
2744,1.731,3.087,,,,
2745,1.044,1.228,,,,
2746,1.621,2.849,,,,
2747,2.481,3.270,,,,
2748,0.926,1.961,,,,
2749,0.570,0.967,,,,
2750,2.415,3.383,,,,
2751,-0.455,-0.985,,,,
2752,0.951,1.979,,,,
2753,1.069,1.910,,,,
2754,1.389,1.440,,,,
2755,0.576,1.156,,,,
2756,1.210,1.843,,,,
2757,0.293,0.983,,,,
2758,-0.108,-1.064,,,,
2759,2.524,3.765,,,,
2760,0.714,0.932,,,,
2761,1.081,1.811,,,,
2762,-1.346,-1.531,,,,
2763,0.518,0.104,,,,
2764,0.521,-0.079,,,,
2765,1.249,2.515,,,,
2766,2.271,3.332,,,,
2767,2.202,3.646,,,,
2768,0.812,1.100,,,,
2769,-1.212,-2.514,,,,
2770,1.205,1.331,,,,
2771,0.936,1.388,,,,
2772,2.160,3.270,,,,
2773,1.630,1.910,,,,
2774,0.518,0.908,,,,
2775,1.332,1.667,,,,
2776,1.264,2.004,,,,
2777,1.243,1.515,,,,
2778,1.511,2.011,,,,
2779,0.962,1.558,,,,
2780,1.265,2.004,,,,
2781,0.595,0.691,,,,
2782,0.948,1.200,,,,
2783,2.042,3.268,,,,
2784,1.206,2.362,,,,
2785,0.464,0.325,,,,
2786,-0.213,-0.747,,,,
2787,0.453,0.655,,,,
2788,1.401,2.521,,,,
2789,2.235,3.136,,,,
2790,1.201,2.586,,,,
2791,0.943,1.635,,,,
2792,1.686,2.299,,,,
2793,0.880,1.769,,,,
2794,0.159,0.418,,,,
2795,0.665,0.929,,,,
2796,-0.260,-1.707,,,,
2797,-0.192,-0.905,,,,
2798,0.205,0.534,,,,
2799,-0.134,-0.406,,,,
2800,0.272,0.973,,,,
2801,1.581,2.568,,,,
2802,0.818,2.358,,,,
2803,0.820,1.339,,,,
